video_id,timestamp,dimensions_height,dimensions_width,video_duration,view_count,likes_count,comments_count,popularity,alternative_medicine,climate_change,covid,election,gmo,health,russia_ukraine,vaccine,tempo,loudness,spec_centroid,brightness,saturation,entropy,warmness,shotc_ps,shotd_ps,facec_ps,faced_ps,face_age_avg,face_female,face_size,face_anger_avg,face_disgust_avg,face_fear_avg,face_happiness_avg,face_sadness_avg,face_surprise_avg,n_evaluation,predicted_msv,perceived_msv,perceived_msv_high_ss,perceived_msv_low_ss,perceived_msv_high_age,perceived_msv_low_age,engagement,survey_batch_id,unique,powerful_impact,goosebump,novel,emotional,exciting,strong_visual,creative,graphic,arousing,unusual,involving,intense,strong_soundtrack,dramatic,stimulating,strong_soundeffect
856,2021-08-01T11:17:22Z,800,640,11.333,301,13.0,0,unpopular,0,0,1,0,0,0,0,0,117.4538352,0.172403932,2532.040008,116.7222075,59.62333333,7.393210753,0.052758155,0.264713668,0.330401865,0.441189447,0.148239654,25.28571429,0.0,0.059045258,92.99457143,0.062714286,0.106857143,0.065,0.369857143,0.058,8,3.549655631,4.316176471,5.102941176,3.529411765,4.450980392,4.235294118,0.0314,7_112,5.5,4.5,2.5,5.0,3.625,3.75,4.75,4.5,4.25,3.625,5.75,2.75,4.875,4.75,5.25,4.0,4.0
875,2022-12-05T19:18:00Z,1920,1080,15.033,2963997,270950.0,6201,popular,0,0,1,0,1,0,0,1,89.10290948,0.02011982,778.0220269,43.99029053,160.8568421,4.977937066,0.220092529,0.066520322,0.997804829,0.598682898,0.032521046,36.87096774,0.096774194,0.005127081,7.383,3.91,1.362193548,10.76048387,12.35935484,6.32883871,8,3.675708769,3.698529412,3.338235294,4.058823529,3.843137255,3.264705882,324.1148,7_21,4.0,3.25,1.75,3.875,3.5,4.5,4.5,4.0,3.5,3.125,4.125,3.75,3.5,3.875,3.5,4.0,4.125
902,2022-09-09T16:09:41Z,1333,750,46.533,50861,9052.0,72,popular,0,0,0,0,0,0,1,0,99.38401442,0.047536716,2687.841065,108.9103087,103.3715021,5.810902543,0.118820972,0.429802506,0.049284021,1.977091526,0.01438904,36.33333333,0.014084507,0.023855427,8.109395833,4.9035,1.5875,11.64570833,4.1784375,12.6856875,8,4.126506653,4.073529412,3.867647059,4.279411765,4.0,4.019607843,5.9985,7_46,4.625,4.25,2.625,3.375,3.5,4.5,5.375,4.375,4.125,3.25,3.5,4.375,4.125,4.5,4.375,4.25,4.125
914,2021-09-22T04:14:58Z,1920,1080,12.8,86998,1057.0,36,popular,0,0,0,0,1,0,0,0,47.8515625,0.182931036,954.6593514,138.4512485,56.65265625,7.547174932,0.148505232,0.078125,0.997395781,0.0,0.0,,,,,,,,,,8,3.588266331,2.022058824,2.338235294,1.705882353,2.725490196,1.6,8.8091,7_57,1.875,1.875,1.625,1.75,1.375,2.0,2.75,1.875,2.0,1.75,1.375,2.25,1.75,4.0,2.0,2.375,1.75
937,2022-08-04T07:42:20Z,1333,750,50.133,24638,1254.0,35,popular,0,0,0,0,0,0,0,1,129.1992188,0.033260904,1641.904227,63.08665132,59.17450199,5.217621071,0.157793212,0.299204117,0.066002211,0.538567411,0.046986128,28.98571429,0.042857143,0.075486267,2.268542857,11.62491429,3.927228571,45.86388571,3.511842857,18.6256,9,4.084518355,4.104575163,4.084033613,4.176470588,4.156862745,4.078431373,2.5927,7_78,5.444444444,2.666666667,1.888888889,4.555555556,3.444444444,4.333333333,4.666666667,5.0,3.444444444,3.0,5.222222222,3.555555556,3.555555556,4.777777778,4.333333333,4.888888889,5.0
949,2017-03-14T04:11:42Z,750,750,2.63,2850,98.0,11,unpopular,0,0,0,1,0,0,0,0,,,,147.5042642,56.80357143,7.41220928,0.287575231,0.380228137,0.98958251,0.380228137,0.98958251,34.0,1.0,0.042018234,0.015333333,1.777666667,0.015333333,0.453333333,0.016,60.316,8,2.811419093,2.985294118,3.411764706,2.558823529,3.411764706,2.924369748,0.2959,7_89,4.75,1.75,1.75,3.375,2.125,3.25,4.25,4.25,3.125,2.5,5.125,1.75,2.25,1.25,3.5,3.75,2.0
951,2021-07-10T14:44:15Z,1333,750,14.5,1292,184.0,3,unpopular,0,1,0,0,0,0,0,0,117.4538352,0.000185,1165.035919,81.3250929,142.4873973,7.265175702,0.168314263,0.068965517,0.997701103,0.827586207,0.087931034,36.41666667,0.083333333,0.002062498,8.96,7.75,0.7535,1.126083333,8.449333333,1.48725,9,3.666729867,4.405228758,3.907563025,6.147058824,4.088235294,4.658823529,0.1479,7_90,4.777777778,4.333333333,3.111111111,4.777777778,4.111111111,4.888888889,4.555555556,5.222222222,3.555555556,4.111111111,3.888888889,4.444444444,3.888888889,5.666666667,3.555555556,5.111111111,4.888888889
954,2020-05-11T11:03:57Z,1920,1080,251.866,1197,85.0,21,unpopular,0,0,0,0,0,1,0,0,99.38401442,3.6e-06,1975.634944,138.0373392,50.59222222,7.179495385,0.288675537,0.003970365,0.9998703,0.011911096,0.332981294,37.64285714,0.988095238,0.25359108,1.627174603,5.684015873,6.998892857,34.75112698,9.924321429,14.45886508,7,3.444708222,4.050420168,4.588235294,3.960784314,3.617647059,4.62745098,0.1303,7_93,4.857142857,5.0,3.285714286,4.571428571,5.428571429,4.142857143,2.571428571,4.285714286,2.428571429,4.285714286,4.571428571,5.142857143,4.571428571,2.428571429,4.142857143,4.714285714,2.428571429
980,2022-02-16T17:44:06Z,1913,1080,22.8,4233,582.0,43,unpopular,0,1,0,0,0,0,0,0,95.703125,0.100198127,1302.00205,146.3648863,91.09017544,7.372610628,0.24919485,0.307017544,0.14139515,0.219298246,0.080701754,33.08333333,0.833333333,0.150806126,6.010166667,6.503416667,9.5155,46.56783333,14.16541667,4.154,8,3.640745984,4.058823529,4.367647059,3.75,4.176470588,3.988235294,0.4858,8_116,4.625,3.875,3.0,4.5,4.25,4.0,4.625,4.5,3.5,3.875,3.875,4.25,3.5,4.875,4.125,3.875,3.75
995,2022-12-25T01:33:05Z,937,750,26.833,333075,10401.0,201,popular,0,0,1,0,1,0,0,1,0.0,0.0,0.0,149.161613,70.73481481,6.737406467,0.211238786,0.074535087,0.498763966,0.149070175,0.215220065,19.47826087,1.0,0.132347505,0.063565217,4.223913043,0.828391304,31.67986957,2.270478261,11.424,8,3.200391503,2.904411765,2.632352941,3.176470588,2.882352941,2.941176471,34.3677,8_21,2.625,2.625,1.75,3.625,2.375,3.25,4.0,3.75,3.375,3.5,2.875,3.375,2.25,1.375,2.875,3.5,2.25
999,2022-09-08T11:29:11Z,1138,640,29.866,102472,11738.0,391,popular,0,0,0,0,0,0,1,0,,,,45.04704231,13.7826,3.215188336,0.005110245,0.03348289,0.998906214,0.0,0.0,,,,,,,,,,9,4.08628184,4.437908497,4.254901961,4.803921569,5.0,4.156862745,11.4601,8_25,5.333333333,5.0,3.777777778,5.0,4.666666667,5.111111111,5.0,3.777777778,6.0,3.444444444,4.888888889,4.111111111,5.555555556,1.444444444,5.555555556,4.888888889,1.888888889
1004,2021-12-23T20:46:17Z,1920,1080,15.0,74906,5319.0,1001,popular,0,0,0,1,0,0,0,0,198.7680288,0.001608946,1475.691394,197.9513537,26.27213333,4.248913038,0.167822267,0.2,0.331111111,0.4,0.326666667,49.83333333,0.0,0.091324389,43.10013333,6.4568,0.320033333,16.54546667,8.3928,3.54,9,3.148902439,3.163398693,3.715686275,2.058823529,2.529411765,3.480392157,8.1226,8_3,2.777777778,3.333333333,2.444444444,2.555555556,2.444444444,3.666666667,3.666666667,3.222222222,2.777777778,3.222222222,2.777777778,3.666666667,2.777777778,3.444444444,4.222222222,3.333333333,3.444444444
1006,2022-08-01T17:34:41Z,1920,1080,86.433,214088,13449.0,152,popular,0,0,0,0,0,0,0,1,86.1328125,0.000126,1619.116649,67.84111898,44.44187067,6.589027797,0.061487996,0.370228963,0.030864464,0.705748962,0.013788753,38.05714286,0.314285714,0.075489615,8.016857143,4.967471429,3.699557143,13.32324286,9.708985714,5.6384,7,4.480995276,4.478991597,4.470588235,4.529411765,4.549019608,4.426470588,22.7689,8_31,4.571428571,5.0,3.142857143,4.714285714,5.571428571,4.142857143,4.428571429,4.428571429,4.285714286,3.857142857,4.142857143,5.571428571,5.0,3.714285714,5.0,4.571428571,4.0
1016,2022-04-21T10:49:24Z,1918,1080,22.833,1386356,193642.0,818,popular,1,0,1,0,0,0,0,0,89.10290948,0.019419458,1018.98732,157.6632254,44.96608696,7.273557235,0.302699578,0.04379626,0.998554723,0.131388779,0.115330151,,,0.087220438,,,,,,,9,3.439506401,3.281045752,3.088235294,3.666666667,3.166666667,3.509803922,158.0816,8_40,3.333333333,3.888888889,2.666666667,4.111111111,4.0,3.555555556,4.222222222,3.333333333,2.111111111,2.777777778,3.0,3.222222222,2.111111111,4.0,2.555555556,3.222222222,3.666666667
1038,2022-03-01T16:53:29Z,1333,750,8.566,237616,11267.0,67,popular,0,0,0,0,0,1,0,0,117.4538352,0.053246334,1501.691759,119.5658349,63.53372093,7.217647037,0.280596612,0.817184217,0.138976935,0.46696241,0.064207331,27.0,1.0,0.021191438,82.096,0.034,0.134,1.15,0.034,16.519,8,3.664233399,3.169117647,3.666666667,2.870588235,2.75,3.588235294,24.895,8_60,3.25,2.875,2.375,3.5,2.625,3.375,4.0,3.25,2.875,2.875,3.375,2.625,3.125,4.0,3.375,3.125,3.25
1040,2022-08-07T16:11:41Z,1920,1080,15.466,237030,9584.0,54,popular,0,0,0,0,0,1,0,0,161.4990234,0.01923712,2079.761322,72.68135553,52.76410256,6.719388517,0.087287734,0.258631838,0.247855522,1.745764904,0.092436935,32.17647059,0.264705882,0.004892957,7.048764706,3.464970588,14.23038235,25.73694118,8.794794118,10.04541176,9,3.59722542,3.405228758,3.544117647,3.294117647,4.68627451,2.764705882,24.6668,8_62,3.666666667,3.222222222,3.222222222,3.444444444,2.666666667,3.333333333,4.444444444,3.444444444,2.444444444,2.777777778,3.0,3.666666667,3.0,5.111111111,3.777777778,3.0,3.666666667
1087,2023-03-10T04:13:25Z,1333,750,90.033,2008,221.0,14,unpopular,0,0,0,0,0,0,0,1,112.3471467,0.001872555,1315.455711,152.1828974,61.20600887,7.22854884,0.288582536,0.022214077,0.499631613,0.022214077,0.499261382,38.45054945,0.0,0.348150046,0.717362637,5.518527473,5.507043956,0.991043956,17.45049451,12.64469231,7,3.300884701,4.554621849,5.058823529,4.352941176,4.617647059,4.470588235,0.2243,9_104,5.428571429,5.428571429,2.714285714,4.571428571,5.857142857,4.571428571,3.857142857,4.0,4.0,3.571428571,4.285714286,5.428571429,5.142857143,5.0,5.428571429,4.285714286,3.857142857
1088,2015-08-30T20:30:31Z,360,640,7.074,0,8.0,0,unpopular,0,1,0,0,0,0,0,0,161.4990234,3.88e-05,1704.132839,169.688654,49.43055556,5.413570434,0.141740044,0.141362737,0.999963246,7.350862313,0.118373736,37.76470588,0.058823529,0.003528232,11.34282353,12.33705882,8.240941176,33.76823529,7.777823529,5.860294118,9,3.348800309,3.647058824,3.715686275,3.509803922,2.779411765,4.341176471,0.0008,9_105,3.666666667,3.888888889,3.222222222,3.555555556,3.777777778,3.888888889,3.777777778,3.333333333,3.444444444,4.222222222,3.777777778,3.555555556,3.444444444,3.222222222,3.666666667,3.777777778,3.777777778
1091,2022-06-11T00:23:11Z,1333,750,15.366,3959,466.0,19,unpopular,0,0,0,1,0,0,0,0,161.4990234,0.058380999,1080.063904,145.2962372,69.47558442,7.716323313,0.070246001,0.325393726,0.197839399,0.325393726,0.177014187,27.16666667,0.0,0.005437091,0.445333333,13.18033333,1.202333333,1.907166667,18.76733333,2.396916667,9,3.260097498,2.54248366,3.323529412,2.319327731,2.25210084,3.558823529,0.4444,9_108,3.444444444,2.111111111,1.666666667,3.0,2.777777778,1.777777778,3.555555556,2.888888889,2.777777778,1.666666667,2.777777778,2.111111111,1.555555556,3.444444444,2.666666667,2.444444444,2.555555556
1097,2015-06-12T06:04:15Z,640,640,10.11,0,34.0,2,unpopular,0,0,1,0,0,0,0,0,89.10290948,2.32e-06,2348.243296,116.3087991,80.98960784,7.291202541,0.712215074,0.098911968,1.00001088,0.098911968,1.00001088,31.18181818,1.0,0.355878352,0.188545455,0.484636364,1.006454545,0.654545455,5.943272727,0.619818182,8,3.170573507,3.654411765,3.676470588,3.632352941,4.31372549,3.258823529,0.0036,9_113,3.0,3.0,2.875,2.75,3.375,3.625,4.375,4.0,3.875,4.0,2.875,3.625,3.375,5.5,4.5,3.75,3.625
1114,2022-12-13T13:30:36Z,1080,1080,86.1,2772830,299310.0,8680,popular,0,0,1,0,1,0,0,1,103.359375,0.062412392,1690.014275,73.45258724,100.0081671,7.076056658,0.434284599,0.081300813,0.142469997,0.441347271,0.099486521,39.05740181,0.003021148,0.018105964,0.258885196,0.676009063,3.458761329,43.56691843,7.266839879,2.320199396,9,3.516804713,2.941176471,2.568627451,3.68627451,3.029411765,2.870588235,308.082,9_20,3.333333333,2.555555556,2.444444444,3.111111111,3.444444444,3.111111111,3.111111111,2.666666667,2.333333333,2.222222222,3.666666667,3.333333333,3.111111111,2.333333333,4.0,2.777777778,2.444444444
1119,2023-01-06T15:47:42Z,1333,750,90.033,161598,21701.0,313,popular,0,0,0,0,0,0,1,0,123.046875,0.034218065,2333.508898,35.35424861,166.4745011,4.898160433,0.143714428,0.355425233,0.030879882,0.777492697,0.013344313,40.01351351,0.210526316,0.082134199,2.871418919,4.449405405,2.254324324,24.55343243,3.967324324,20.59098649,8,4.617075252,5.595588235,5.029411765,5.784313725,5.752941176,5.333333333,18.3612,9_25,5.875,5.25,4.25,5.75,5.25,6.0,5.875,6.375,4.75,5.875,5.75,5.375,5.375,5.625,6.0,6.0,5.75
1130,2021-05-21T13:45:21Z,1138,640,9.866,5142208,519103.0,2681,popular,1,0,1,0,0,0,0,0,151.9990809,0.000884,1949.393321,162.7012958,42.9696,7.312304743,0.228985171,0.1013582,0.996688932,0.0,0.0,,,,,,,,,,7,3.572623561,3.226890756,3.254901961,3.205882353,3.070588235,3.617647059,566.3992,9_35,3.428571429,2.857142857,2.0,2.857142857,3.285714286,3.571428571,3.571428571,3.571428571,3.428571429,2.714285714,3.571428571,3.428571429,2.428571429,3.285714286,4.0,3.428571429,3.428571429
1132,2022-08-01T08:16:01Z,1920,1080,88.866,791772,36437.0,416,popular,0,1,0,0,0,0,0,1,123.046875,0.0,1788.957199,116.4895681,69.2851236,6.158503072,0.276021026,0.19129926,0.058448874,0.225057952,0.042479689,51.4,0.213333333,0.208553473,8.076293333,13.91693333,1.78332,18.71601333,5.023706667,15.93586667,8,4.096367522,4.470588235,4.911764706,4.323529412,4.776470588,3.960784314,82.8625,9_37,5.375,5.625,3.0,4.875,5.375,4.5,4.5,4.625,3.625,4.75,4.75,5.375,4.125,2.875,4.75,4.5,3.375
1163,2020-08-13T15:18:35Z,1137,640,8.666,876273,133768.0,1808,popular,0,1,0,0,0,0,1,0,112.3471467,0.249320179,2568.753152,130.8274675,56.8025,7.3692747,0.19669227,0.346180475,0.329512539,0.346180475,0.323101777,21.77777778,0.888888889,0.082344931,0.005111111,0.207777778,0.025555556,47.99244444,0.666444444,12.11844444,8,3.38259933,4.051470588,3.078431373,4.635294118,4.075630252,3.882352941,101.1849,9_65,3.375,5.125,2.625,3.125,4.625,4.375,4.625,3.625,2.75,4.25,3.625,4.5,4.125,4.875,4.0,4.875,4.375
1177,2022-12-20T04:34:21Z,1333,750,5.0,3534,326.0,5,popular,1,0,0,0,0,0,0,0,,,,243.5520787,3.0176,2.518218354,0.0,0.2,0.9933332,0.0,0.0,,,,,,,,,,8,3.295760365,2.74789916,2.176470588,4.176470588,3.607843137,2.102941176,0.3865,9_78,2.428571429,3.285714286,2.714285714,2.428571429,4.142857143,3.0,2.714285714,2.0,1.857142857,2.428571429,2.714285714,3.285714286,3.857142857,1.428571429,3.285714286,3.285714286,1.857142857
1186,2022-12-13T19:52:22Z,750,750,19.648,54778,6936.0,249,popular,0,0,0,0,0,0,0,1,143.5546875,0.002974318,1645.004414,88.20019566,43.20979592,6.985805478,0.259330987,0.050895765,0.995860444,0.050895765,0.992467427,64.05,0.0,0.402765593,1.4433,1.59785,1.0811,12.07755,4.2654,0.8954,8,2.963525844,2.441176471,2.441176471,2.441176471,2.294117647,2.588235294,6.1963,9_86,1.625,2.0,1.375,2.5,2.875,2.25,2.5,2.375,2.625,2.75,3.25,3.0,2.5,2.375,3.625,2.125,1.75
1187,2022-11-04T15:05:41Z,1920,1080,30.066,31561,2595.0,15,popular,0,0,0,0,0,0,0,1,117.4538352,0.170181185,754.4261834,121.6231424,52.51589404,6.884723161,0.349848113,0.033260161,0.99891349,0.0,0.0,38.0,0.0,,1.944,0.039,0.039,0.039,0.039,97.287,10,4.014958192,4.517647059,4.588235294,4.470588235,4.376470588,4.658823529,3.4171,9_87,5.7,5.8,3.3,4.5,4.6,4.5,5.8,5.1,3.2,3.6,4.7,5.3,4.3,3.9,4.8,4.2,3.5
1195,2022-02-25T20:47:08Z,1333,750,9.9,370,17.0,0,unpopular,0,0,0,1,0,0,0,0,71.77734375,0.0629756,2739.167236,129.4296244,71.165,7.263330627,0.196930707,0.101010101,0.996632929,0.101010101,0.98989899,36.6,1.0,0.414134326,0.0264,0.8226,4.7899,45.0018,0.4682,17.5963,9,2.952661388,2.346405229,2.294117647,2.37254902,2.098039216,2.843137255,0.0387,9_94,2.555555556,2.777777778,1.333333333,2.333333333,2.333333333,2.555555556,2.444444444,2.888888889,1.888888889,1.777777778,2.222222222,2.555555556,2.0,2.0,3.0,2.666666667,2.555555556
1197,2021-09-27T07:26:41Z,995,640,124.0,2423,342.0,12,unpopular,0,1,0,0,0,0,0,0,99.38401442,0.097101137,1814.810024,126.9856965,50.24966129,7.595958543,0.088862765,0.016129032,0.499731181,1.653225806,0.004335169,40.90686275,0.144927536,0.003359893,10.25336765,9.754534314,5.408240196,12.48414216,6.909426471,7.077852941,8,3.694829628,4.419117647,4.388235294,4.470588235,4.764705882,4.211764706,0.2777,9_96,4.5,4.875,3.625,4.375,4.375,4.375,4.625,4.125,4.25,4.125,4.0,5.0,4.75,4.25,5.25,4.375,4.25
