participant_id,video_id,perceived_msv,age,gender,race,education,income,sen_seek,video_order,gender_female,race_white,survey_batch_id,unique,powerful_impact,goosebump,novel,emotional,exciting,strong_visual,creative,graphic,arousing,unusual,involving,intense,strong_soundtrack,dramatic,stimulating,strong_soundeffect
340,559,5.882352941,24,Male,Other,4.0,2.0,4.375,7,No,No,4_61,7.0,7.0,6.0,6.0,4.0,7.0,7.0,6.0,3.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0
343,559,3.941176471,44,Female,White or Caucasian,5.0,5.0,2.75,7,Yes,Yes,4_61,2.0,5.0,1.0,4.0,2.0,5.0,6.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0
343,528,4.235294118,44,Female,White or Caucasian,5.0,5.0,2.75,8,Yes,Yes,4_33,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,6.0,4.0
344,507,3.0,48,Female,White or Caucasian,4.0,3.0,2.0,8,Yes,Yes,4_14,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,1.0,7.0,1.0,3.0,7.0,4.0,1.0,7.0
344,511,1.0,48,Female,White or Caucasian,4.0,3.0,2.0,10,Yes,Yes,4_18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
346,531,3.294117647,38,Female,White or Caucasian,2.0,2.0,4.125,2,Yes,Yes,4_36,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
346,511,4.0,38,Female,White or Caucasian,2.0,2.0,4.125,7,Yes,Yes,4_18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
347,520,2.176470588,39,Male,White or Caucasian,4.0,3.0,2.125,4,No,Yes,4_26,2.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
347,534,5.764705882,39,Male,White or Caucasian,4.0,3.0,2.125,7,No,Yes,4_39,7.0,7.0,5.0,6.0,4.0,6.0,7.0,7.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
349,542,4.0,29,Female,White or Caucasian,5.0,3.0,3.875,2,Yes,Yes,4_46,5.0,3.0,6.0,4.0,3.0,6.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,6.0,4.0,3.0,3.0
349,582,3.352941176,29,Female,White or Caucasian,5.0,3.0,3.875,3,Yes,Yes,4_82,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,4.0
349,559,3.882352941,29,Female,White or Caucasian,5.0,3.0,3.875,7,Yes,Yes,4_61,5.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0
351,534,3.941176471,34,Female,White or Caucasian,5.0,3.0,3.875,3,Yes,Yes,4_39,2.0,4.0,5.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,3.0,2.0
351,537,3.823529412,34,Female,White or Caucasian,5.0,3.0,3.875,10,Yes,Yes,4_41,3.0,5.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,6.0,3.0,4.0,3.0
353,542,4.411764706,39,Female,Black or African American,2.0,2.0,2.75,2,Yes,No,4_46,5.0,4.0,2.0,5.0,3.0,4.0,6.0,7.0,5.0,2.0,5.0,4.0,5.0,2.0,6.0,4.0,6.0
353,566,4.529411765,39,Female,Black or African American,2.0,2.0,2.75,4,Yes,No,4_68,6.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,6.0,4.0,6.0,5.0,5.0,4.0,6.0,4.0,4.0
353,525,4.235294118,39,Female,Black or African American,2.0,2.0,2.75,10,Yes,No,4_30,5.0,6.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,1.0,6.0,5.0,3.0,4.0,5.0,5.0,4.0
354,507,3.470588235,33,Male,White or Caucasian,4.0,4.0,2.625,3,No,Yes,4_14,4.0,3.0,1.0,4.0,2.0,4.0,5.0,6.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0
355,511,2.117647059,29,Female,Other,5.0,2.0,2.625,6,Yes,No,4_18,2.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,6.0,3.0,1.0
355,507,1.764705882,29,Female,Other,5.0,2.0,2.625,8,Yes,No,4_14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,5.0
356,537,5.058823529,37,Male,White or Caucasian,6.0,3.0,2.5,2,No,Yes,4_41,5.0,5.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,1.0,6.0,6.0,4.0
356,525,5.705882353,37,Male,White or Caucasian,6.0,3.0,2.5,4,No,Yes,4_30,6.0,6.0,4.0,5.0,7.0,4.0,7.0,7.0,6.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0
357,528,4.058823529,28,Male,White or Caucasian,5.0,2.0,3.0,6,No,Yes,4_33,5.0,5.0,2.0,4.0,5.0,4.0,6.0,3.0,2.0,5.0,3.0,4.0,2.0,6.0,3.0,4.0,6.0
358,534,4.705882353,26,Female,White or Caucasian,3.0,2.0,3.625,3,Yes,Yes,4_39,6.0,5.0,1.0,3.0,1.0,1.0,7.0,7.0,7.0,1.0,4.0,5.0,6.0,7.0,7.0,5.0,7.0
359,511,3.235294118,34,Male,White or Caucasian,6.0,3.0,2.625,4,No,Yes,4_18,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0
360,524,2.352941176,42,Female,White or Caucasian,3.0,4.0,2.0,8,Yes,Yes,4_3,3.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,5.0
360,492,3.294117647,42,Female,White or Caucasian,3.0,4.0,2.0,9,Yes,Yes,4_109,5.0,2.0,1.0,6.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,2.0,2.0,5.0,2.0
360,520,4.176470588,42,Female,White or Caucasian,3.0,4.0,2.0,10,Yes,Yes,4_26,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,2.0,3.0,6.0,3.0
361,520,4.882352941,41,Male,White or Caucasian,5.0,5.0,3.75,4,No,Yes,4_26,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
362,542,4.117647059,53,Male,White or Caucasian,6.0,5.0,1.75,7,No,Yes,4_46,6.0,3.0,1.0,6.0,4.0,5.0,6.0,6.0,6.0,4.0,6.0,3.0,4.0,3.0,5.0,1.0,1.0
364,582,1.705882353,41,Male,White or Caucasian,4.0,2.0,4.125,9,No,Yes,4_82,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0
364,498,4.882352941,41,Male,White or Caucasian,4.0,2.0,4.125,10,No,Yes,4_114,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
365,566,4.235294118,23,Female,American Indian/Native American or Alaska Native,2.0,2.0,2.375,8,Yes,No,4_68,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,6.0
366,528,5.941176471,50,Female,Black or African American,3.0,1.0,2.75,4,Yes,No,4_33,4.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0
367,531,1.352941176,27,Female,Other,4.0,,2.0,5,Yes,No,4_36,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
368,528,3.882352941,41,Male,Black or African American,2.0,2.0,2.875,4,No,No,4_33,2.0,4.0,5.0,4.0,2.0,4.0,3.0,6.0,4.0,2.0,5.0,6.0,4.0,5.0,4.0,2.0,4.0
368,559,4.411764706,41,Male,Black or African American,2.0,2.0,2.875,6,No,No,4_61,7.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,6.0,3.0,2.0,5.0,5.0,6.0,3.0,3.0,6.0
368,542,2.882352941,41,Male,Black or African American,2.0,2.0,2.875,7,No,No,4_46,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,6.0,2.0,6.0,7.0,6.0,1.0,1.0
369,542,6.235294118,42,Female,White or Caucasian,3.0,,2.25,7,Yes,Yes,4_46,7.0,6.0,3.0,7.0,6.0,6.0,7.0,7.0,3.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0
369,537,5.176470588,42,Female,White or Caucasian,3.0,,2.25,8,Yes,Yes,4_41,4.0,6.0,4.0,5.0,6.0,5.0,7.0,5.0,3.0,7.0,5.0,6.0,6.0,4.0,6.0,5.0,4.0
371,566,6.470588235,66,Female,White or Caucasian,2.0,2.0,1.625,7,Yes,Yes,4_68,7.0,7.0,4.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0
373,566,2.058823529,63,Male,White or Caucasian,5.0,1.0,1.0,4,No,Yes,4_68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,3.0,6.0,1.0,2.0
373,534,3.823529412,63,Male,White or Caucasian,5.0,1.0,1.0,10,No,Yes,4_39,4.0,2.0,5.0,3.0,3.0,5.0,3.0,6.0,3.0,3.0,4.0,3.0,5.0,6.0,5.0,3.0,2.0
374,524,3.705882353,25,Male,White or Caucasian,1.0,2.0,3.875,2,No,Yes,4_3,4.0,2.0,2.0,3.0,6.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,6.0,3.0,7.0
375,525,7.0,33,Male,Black or African American,6.0,6.0,1.0,6,No,No,4_30,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
375,520,6.294117647,33,Male,Black or African American,6.0,6.0,1.0,9,No,No,4_26,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,1.0
376,531,3.058823529,31,Male,White or Caucasian,6.0,6.0,3.75,10,No,Yes,4_36,4.0,2.0,1.0,5.0,3.0,4.0,5.0,4.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0
377,507,6.235294118,31,Female,Other,3.0,1.0,3.875,6,Yes,No,4_14,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0
377,525,5.470588235,31,Female,Other,3.0,1.0,3.875,7,Yes,No,4_30,7.0,7.0,1.0,7.0,7.0,4.0,7.0,6.0,1.0,1.0,7.0,7.0,6.0,7.0,4.0,7.0,7.0
378,537,4.0,25,Female,White or Caucasian,5.0,4.0,1.0,9,Yes,Yes,4_41,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,6.0,5.0,3.0,5.0,6.0,6.0,3.0,5.0,4.0
379,559,5.764705882,26,Female,White or Caucasian,3.0,3.0,2.25,2,Yes,Yes,4_61,7.0,6.0,5.0,5.0,4.0,7.0,7.0,7.0,6.0,6.0,4.0,6.0,5.0,7.0,2.0,7.0,7.0
379,498,1.117647059,26,Female,White or Caucasian,3.0,3.0,2.25,7,Yes,Yes,4_114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
381,520,3.705882353,60,Non-binary / third gender,White or Caucasian,3.0,1.0,2.875,8,No,Yes,4_26,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0
382,528,5.294117647,61,Female,White or Caucasian,5.0,5.0,2.0,2,Yes,Yes,4_33,6.0,7.0,2.0,5.0,4.0,6.0,7.0,6.0,4.0,4.0,4.0,7.0,4.0,6.0,6.0,6.0,6.0
383,559,3.941176471,80,Male,White or Caucasian,6.0,4.0,1.875,2,No,Yes,4_61,5.0,4.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
383,524,4.235294118,80,Male,White or Caucasian,6.0,4.0,1.875,5,No,Yes,4_3,5.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0
383,537,5.764705882,80,Male,White or Caucasian,6.0,4.0,1.875,7,No,Yes,4_41,7.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0
384,582,3.470588235,42,Male,American Indian/Native American or Alaska Native,4.0,1.0,2.75,4,No,No,4_82,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
385,525,4.117647059,68,Male,White or Caucasian,5.0,5.0,1.625,3,No,Yes,4_30,3.0,5.0,1.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0
385,492,2.235294118,68,Male,White or Caucasian,5.0,5.0,1.625,4,No,Yes,4_109,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0
386,534,6.0,54,Male,White or Caucasian,3.0,2.0,1.0,4,No,Yes,4_39,5.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0
387,524,4.588235294,67,Female,Black or African American,6.0,2.0,1.5,1,Yes,No,4_3,4.0,5.0,1.0,4.0,3.0,6.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,7.0,5.0,6.0,6.0
388,525,5.176470588,33,Female,White or Caucasian,3.0,1.0,4.0,2,Yes,Yes,4_30,5.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0
388,498,2.941176471,33,Female,White or Caucasian,3.0,1.0,4.0,6,Yes,Yes,4_114,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0
390,531,1.882352941,30,Female,White or Caucasian,2.0,1.0,2.25,10,Yes,Yes,4_36,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
391,537,4.470588235,30,Female,White or Caucasian,6.0,5.0,3.25,9,Yes,Yes,4_41,4.0,5.0,4.0,4.0,5.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0
391,492,4.176470588,30,Female,White or Caucasian,6.0,5.0,3.25,10,Yes,Yes,4_109,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
393,542,3.588235294,69,Female,White or Caucasian,3.0,1.0,1.5,1,Yes,Yes,4_46,4.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0
394,511,4.764705882,33,Male,Black or African American,5.0,3.0,4.125,4,No,No,4_18,5.0,5.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0
394,498,5.705882353,33,Male,Black or African American,5.0,3.0,4.125,9,No,No,4_114,6.0,6.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
395,492,1.117647059,47,Male,White or Caucasian,5.0,4.0,2.25,3,No,Yes,4_109,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
395,582,2.411764706,47,Male,White or Caucasian,5.0,4.0,2.25,4,No,Yes,4_82,2.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0
396,582,4.0,58,Male,White or Caucasian,6.0,3.0,3.0,5,No,Yes,4_82,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
397,498,2.470588235,52,Male,White or Caucasian,2.0,2.0,3.75,4,No,Yes,4_114,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,7.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0
398,566,5.588235294,36,Male,"White or Caucasian,American Indian/Native American or Alaska Native",5.0,3.0,2.125,1,No,No,4_68,6.0,5.0,4.0,5.0,7.0,6.0,7.0,5.0,4.0,6.0,5.0,7.0,7.0,4.0,6.0,7.0,4.0
398,492,2.705882353,36,Male,"White or Caucasian,American Indian/Native American or Alaska Native",5.0,3.0,2.125,7,No,No,4_109,5.0,3.0,1.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0
400,531,1.0,38,Female,White or Caucasian,5.0,4.0,1.75,10,Yes,Yes,4_36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
401,525,6.176470588,37,Male,Black or African American,5.0,4.0,4.75,2,No,No,4_30,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,2.0,6.0,6.0,7.0,7.0,7.0,6.0
401,528,4.764705882,37,Male,Black or African American,5.0,4.0,4.75,6,No,No,4_33,7.0,6.0,7.0,1.0,6.0,7.0,2.0,6.0,7.0,7.0,1.0,2.0,6.0,2.0,5.0,6.0,3.0
402,537,1.705882353,58,Female,White or Caucasian,3.0,3.0,2.5,9,Yes,Yes,4_41,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0
403,643,3.411764706,28,Female,Black or African American,6.0,3.0,2.5,10,Yes,No,5_29,4.0,5.0,1.0,3.0,4.0,4.0,7.0,4.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,1.0
405,708,3.823529412,38,Male,White or Caucasian,5.0,3.0,2.125,8,No,Yes,5_88,5.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0
407,681,3.411764706,67,Male,White or Caucasian,6.0,6.0,1.625,6,No,Yes,5_63,2.0,2.0,1.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0
408,690,1.823529412,60,Female,White or Caucasian,6.0,3.0,1.625,9,Yes,Yes,5_71,1.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
409,662,2.941176471,65,Female,Black or African American,2.0,2.0,2.125,3,Yes,No,5_46,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0
409,667,4.352941176,65,Female,Black or African American,2.0,2.0,2.125,5,Yes,No,5_50,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,6.0,5.0,3.0,6.0,5.0,2.0
410,624,4.352941176,28,Female,White or Caucasian,5.0,6.0,1.875,3,Yes,Yes,5_12,1.0,6.0,3.0,4.0,7.0,5.0,6.0,4.0,4.0,2.0,1.0,3.0,6.0,6.0,7.0,4.0,5.0
410,657,3.235294118,28,Female,White or Caucasian,5.0,6.0,1.875,6,Yes,Yes,5_41,1.0,5.0,1.0,1.0,1.0,4.0,7.0,7.0,1.0,4.0,1.0,4.0,1.0,6.0,1.0,4.0,6.0
410,701,1.176470588,28,Female,White or Caucasian,5.0,6.0,1.875,9,Yes,Yes,5_81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
411,712,3.0,50,Female,White or Caucasian,4.0,4.0,2.75,4,Yes,Yes,5_91,4.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,6.0,2.0,4.0,3.0
412,708,1.647058824,33,Male,White or Caucasian,3.0,2.0,1.0,10,No,Yes,5_88,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0
415,667,4.764705882,35,Male,White or Caucasian,5.0,3.0,2.75,8,No,Yes,5_50,6.0,6.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
416,643,2.941176471,29,Male,White or Caucasian,6.0,3.0,2.75,1,No,Yes,5_29,3.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0
416,701,2.882352941,29,Male,White or Caucasian,6.0,3.0,2.75,10,No,Yes,5_81,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,5.0,5.0,6.0,2.0,2.0
417,609,1.588235294,57,Male,White or Caucasian,5.0,4.0,2.25,7,No,Yes,5_106,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0
418,708,1.529411765,50,Female,White or Caucasian,6.0,3.0,1.0,1,Yes,Yes,5_88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0
418,624,1.352941176,50,Female,White or Caucasian,6.0,3.0,1.0,8,Yes,Yes,5_12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0
420,681,4.294117647,34,Male,American Indian/Native American or Alaska Native,3.0,2.0,4.25,2,No,No,5_63,6.0,6.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0
421,643,3.235294118,50,Female,White or Caucasian,4.0,3.0,2.125,9,Yes,Yes,5_29,1.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0
422,712,2.176470588,51,Female,White or Caucasian,5.0,5.0,2.125,7,Yes,Yes,5_91,3.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0
424,650,1.764705882,26,Female,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,6.0,2.125,4,Yes,No,5_35,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0
424,681,3.411764706,26,Female,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,6.0,2.125,6,Yes,No,5_63,4.0,4.0,1.0,4.0,4.0,5.0,1.0,5.0,1.0,1.0,7.0,4.0,4.0,2.0,5.0,5.0,1.0
424,690,4.0,26,Female,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,6.0,2.125,9,Yes,No,5_71,4.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,4.0,6.0,7.0,5.0,7.0,5.0,4.0,6.0,1.0
425,650,3.941176471,45,Female,Black or African American,5.0,2.0,1.0,6,Yes,No,5_35,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0
426,657,3.764705882,35,Male,White or Caucasian,5.0,5.0,1.0,1,No,Yes,5_41,1.0,4.0,2.0,2.0,2.0,6.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0
426,609,3.941176471,35,Male,White or Caucasian,5.0,5.0,1.0,3,No,Yes,5_106,3.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0
426,701,3.941176471,35,Male,White or Caucasian,5.0,5.0,1.0,9,No,Yes,5_81,4.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0
427,609,4.764705882,51,Female,White or Caucasian,4.0,5.0,3.125,2,Yes,Yes,5_106,5.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0
427,657,3.764705882,51,Female,White or Caucasian,4.0,5.0,3.125,8,Yes,Yes,5_41,5.0,1.0,1.0,5.0,1.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,4.0,5.0
428,643,1.941176471,27,Female,Asian,5.0,3.0,2.375,4,Yes,No,5_29,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0
432,690,4.588235294,29,Male,White or Caucasian,2.0,2.0,4.0,5,No,Yes,5_71,7.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0
433,662,2.705882353,36,Female,White or Caucasian,5.0,3.0,2.125,2,Yes,Yes,5_46,2.0,5.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,7.0,1.0,3.0,4.0
433,712,4.117647059,36,Female,White or Caucasian,5.0,3.0,2.125,9,Yes,Yes,5_91,6.0,6.0,1.0,2.0,2.0,5.0,6.0,6.0,1.0,1.0,4.0,4.0,3.0,7.0,4.0,6.0,6.0
434,667,2.117647059,72,Male,White or Caucasian,3.0,2.0,2.125,7,No,Yes,5_50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,2.0
435,708,3.058823529,38,Female,White or Caucasian,3.0,4.0,1.375,1,Yes,Yes,5_88,7.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,7.0,4.0,4.0,2.0,3.0,4.0
436,624,6.0,37,Female,"White or Caucasian,Asian",3.0,3.0,2.5,10,Yes,No,5_12,6.0,6.0,2.0,7.0,7.0,6.0,7.0,4.0,6.0,4.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0
439,681,2.352941176,53,Male,White or Caucasian,3.0,4.0,3.25,3,No,Yes,5_63,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,4.0
439,667,3.470588235,53,Male,White or Caucasian,3.0,4.0,3.25,6,No,Yes,5_50,3.0,2.0,1.0,2.0,7.0,4.0,3.0,2.0,5.0,1.0,4.0,3.0,6.0,4.0,6.0,2.0,4.0
439,624,6.117647059,53,Male,White or Caucasian,3.0,4.0,3.25,10,No,Yes,5_12,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,7.0,6.0,7.0,7.0,7.0,5.0,1.0
