participant_id,video_id,perceived_msv,age,gender,race,education,income,sen_seek,video_order,gender_female,race_white,survey_batch_id,unique,powerful_impact,goosebump,novel,emotional,exciting,strong_visual,creative,graphic,arousing,unusual,involving,intense,strong_soundtrack,dramatic,stimulating,strong_soundeffect
126,279,4.058823529,64,Female,White or Caucasian,5.0,3.0,1.875,3,Yes,Yes,2_25,5.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0
127,257,4.058823529,65,Female,White or Caucasian,3.0,2.0,1.875,1,Yes,Yes,2_113,5.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0
127,350,3.647058824,65,Female,White or Caucasian,3.0,2.0,1.875,5,Yes,Yes,2_9,5.0,5.0,1.0,5.0,3.0,1.0,6.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0
127,279,3.588235294,65,Female,White or Caucasian,3.0,2.0,1.875,7,Yes,Yes,2_25,7.0,3.0,1.0,5.0,4.0,3.0,6.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
127,285,4.823529412,65,Female,White or Caucasian,3.0,2.0,1.875,8,Yes,Yes,2_30,5.0,5.0,2.0,6.0,6.0,4.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0
129,257,2.529411765,49,Male,"White or Caucasian,Other",5.0,4.0,4.0,8,No,No,2_113,5.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0
130,353,1.882352941,48,Female,White or Caucasian,5.0,2.0,2.375,1,Yes,Yes,2_92,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0
130,322,1.058823529,48,Female,White or Caucasian,5.0,2.0,2.375,6,Yes,Yes,2_64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,300,1.470588235,48,Female,White or Caucasian,5.0,2.0,2.375,7,Yes,Yes,2_44,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0
131,353,4.176470588,31,Female,White or Caucasian,5.0,6.0,1.375,9,Yes,Yes,2_92,5.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,3.0,5.0,3.0,3.0
132,282,3.0,25,Female,White or Caucasian,3.0,3.0,2.0,9,Yes,Yes,2_28,3.0,5.0,1.0,4.0,5.0,3.0,5.0,1.0,2.0,1.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0
133,322,3.470588235,25,Female,White or Caucasian,6.0,3.0,3.0,9,Yes,Yes,2_64,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0
133,279,5.823529412,25,Female,White or Caucasian,6.0,3.0,3.0,10,Yes,Yes,2_25,7.0,7.0,6.0,6.0,4.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0
134,285,4.764705882,28,Male,White or Caucasian,5.0,6.0,2.75,10,No,Yes,2_30,6.0,5.0,1.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0
136,350,5.705882353,40,Female,White or Caucasian,5.0,5.0,2.875,5,Yes,Yes,2_9,7.0,7.0,1.0,4.0,6.0,7.0,6.0,4.0,4.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,6.0
136,269,1.0,40,Female,White or Caucasian,5.0,5.0,2.875,6,Yes,Yes,2_16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,257,1.0,40,Female,White or Caucasian,5.0,5.0,2.875,7,Yes,Yes,2_113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,340,3.941176471,55,Male,White or Caucasian,5.0,1.0,1.375,1,No,Yes,2_80,3.0,5.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,7.0,4.0
137,269,2.764705882,55,Male,White or Caucasian,5.0,1.0,1.375,6,No,Yes,2_16,2.0,2.0,1.0,1.0,6.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,4.0
139,350,4.647058824,48,Male,White or Caucasian,4.0,3.0,1.5,1,No,Yes,2_9,7.0,5.0,1.0,7.0,3.0,4.0,3.0,7.0,6.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,3.0
139,257,1.294117647,48,Male,White or Caucasian,4.0,3.0,1.5,4,No,Yes,2_113,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,300,2.176470588,48,Male,White or Caucasian,4.0,3.0,1.5,10,No,Yes,2_44,2.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0
140,350,5.941176471,32,Male,White or Caucasian,4.0,3.0,4.0,5,No,Yes,2_9,4.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0
140,325,4.705882353,32,Male,White or Caucasian,4.0,3.0,4.0,9,No,Yes,2_67,6.0,5.0,3.0,6.0,6.0,5.0,7.0,6.0,1.0,4.0,5.0,6.0,3.0,7.0,6.0,2.0,2.0
142,269,2.411764706,24,Male,,3.0,1.0,3.75,8,No,,2_16,4.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0
142,340,4.647058824,24,Male,,3.0,1.0,3.75,9,No,,2_80,5.0,6.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,1.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0
145,263,3.058823529,37,Female,White or Caucasian,3.0,2.0,3.125,1,Yes,Yes,2_119,6.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,6.0,4.0,1.0,6.0,1.0,4.0,4.0
147,279,4.058823529,40,Male,Black or African American,6.0,4.0,1.5,1,No,No,2_25,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
147,350,4.0,40,Male,Black or African American,6.0,4.0,1.5,3,No,No,2_9,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0
147,269,4.0,40,Male,Black or African American,6.0,4.0,1.5,7,No,No,2_16,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
148,322,1.0,28,Female,Other,5.0,3.0,4.5,4,Yes,No,2_64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,282,2.470588235,28,Female,Other,5.0,3.0,4.5,6,Yes,No,2_28,1.0,2.0,1.0,1.0,4.0,5.0,5.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,3.0,1.0
150,263,4.470588235,31,Female,White or Caucasian,5.0,3.0,2.0,4,Yes,Yes,2_119,2.0,6.0,2.0,2.0,1.0,2.0,7.0,6.0,6.0,1.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0
155,325,5.529411765,29,Male,White or Caucasian,4.0,4.0,4.125,3,No,Yes,2_67,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,7.0,5.0
156,269,1.0,40,Male,White or Caucasian,3.0,2.0,2.875,4,No,Yes,2_16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156,340,1.411764706,40,Male,White or Caucasian,3.0,2.0,2.875,5,No,Yes,2_80,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
156,257,1.0,40,Male,White or Caucasian,3.0,2.0,2.875,10,No,Yes,2_113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157,282,4.352941176,25,Female,White or Caucasian,6.0,1.0,2.125,4,Yes,Yes,2_28,3.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,1.0,5.0,4.0,3.0
160,279,2.294117647,49,Male,White or Caucasian,5.0,5.0,3.25,3,No,Yes,2_25,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,6.0,2.0,2.0,1.0,3.0,3.0,1.0
160,353,2.294117647,49,Male,White or Caucasian,5.0,5.0,3.25,9,No,Yes,2_92,1.0,4.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,7.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0
162,257,1.705882353,41,Female,White or Caucasian,4.0,2.0,2.375,5,Yes,Yes,2_113,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0
162,269,2.647058824,41,Female,White or Caucasian,4.0,2.0,2.375,6,Yes,Yes,2_16,1.0,4.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,3.0,4.0
162,285,2.823529412,41,Female,White or Caucasian,4.0,2.0,2.375,8,Yes,Yes,2_30,3.0,5.0,1.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,4.0,4.0
163,300,4.470588235,51,Female,Black or African American,5.0,2.0,1.0,4,Yes,No,2_44,3.0,1.0,1.0,1.0,6.0,5.0,6.0,5.0,5.0,6.0,2.0,5.0,7.0,6.0,6.0,5.0,6.0
163,263,2.470588235,51,Female,Black or African American,5.0,2.0,1.0,6,Yes,No,2_119,3.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,6.0
163,311,1.0,51,Female,Black or African American,5.0,2.0,1.0,8,Yes,No,2_54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
164,353,5.294117647,26,Male,Black or African American,5.0,5.0,4.0,1,No,No,2_92,7.0,7.0,5.0,5.0,7.0,6.0,4.0,5.0,3.0,4.0,4.0,7.0,6.0,4.0,7.0,6.0,3.0
164,322,4.941176471,26,Male,Black or African American,5.0,5.0,4.0,10,No,No,2_64,5.0,7.0,4.0,5.0,6.0,5.0,5.0,6.0,3.0,5.0,4.0,7.0,3.0,6.0,4.0,5.0,4.0
166,300,3.352941176,59,Female,Asian,5.0,6.0,2.0,2,Yes,No,2_44,3.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0
166,325,3.294117647,59,Female,Asian,5.0,6.0,2.0,6,Yes,No,2_67,3.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0
166,282,3.647058824,59,Female,Asian,5.0,6.0,2.0,8,Yes,No,2_28,4.0,4.0,1.0,4.0,2.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0
166,311,3.117647059,59,Female,Asian,5.0,6.0,2.0,10,Yes,No,2_54,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,4.0
167,322,1.176470588,33,Male,Other,2.0,3.0,2.25,2,No,No,2_64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,311,1.705882353,23,Female,Asian,5.0,2.0,3.75,7,Yes,No,2_54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0
169,353,4.0,45,Female,White or Caucasian,3.0,4.0,1.5,3,Yes,Yes,2_92,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
169,350,5.176470588,45,Female,White or Caucasian,3.0,4.0,1.5,5,Yes,Yes,2_9,4.0,5.0,5.0,4.0,5.0,6.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,6.0,6.0
170,279,3.941176471,26,Male,Black or African American,2.0,2.0,1.25,3,No,No,2_25,5.0,4.0,2.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,5.0,4.0,3.0
170,257,2.176470588,26,Male,Black or African American,2.0,2.0,1.25,7,No,No,2_113,1.0,1.0,1.0,5.0,2.0,3.0,1.0,4.0,1.0,3.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0
171,263,2.411764706,36,Female,White or Caucasian,4.0,2.0,1.5,4,Yes,Yes,2_119,4.0,4.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0
173,300,1.0,33,Non-binary / third gender,Other,3.0,2.0,1.5,10,No,No,2_44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,340,4.764705882,34,Female,Black or African American,5.0,3.0,3.0,4,Yes,No,2_80,6.0,7.0,5.0,5.0,6.0,3.0,6.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
175,285,3.529411765,63,Female,Black or African American,5.0,2.0,1.25,4,Yes,No,2_30,5.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,3.0,6.0,6.0,3.0,5.0
175,353,2.941176471,63,Female,Black or African American,5.0,2.0,1.25,7,Yes,No,2_92,6.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,3.0
176,340,5.411764706,43,Female,White or Caucasian,3.0,2.0,2.5,1,Yes,Yes,2_80,3.0,7.0,2.0,5.0,7.0,5.0,7.0,7.0,3.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,7.0
176,263,5.705882353,43,Female,White or Caucasian,3.0,2.0,2.5,2,Yes,Yes,2_119,7.0,5.0,1.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,7.0
177,340,6.647058824,56,Male,White or Caucasian,5.0,3.0,3.625,9,No,Yes,2_80,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0
186,325,3.647058824,30,Male,"White or Caucasian,Black or African American",3.0,2.0,2.375,3,No,No,2_67,1.0,5.0,3.0,4.0,3.0,4.0,6.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0
186,285,4.058823529,30,Male,"White or Caucasian,Black or African American",3.0,2.0,2.375,4,No,No,2_30,2.0,5.0,3.0,3.0,5.0,2.0,6.0,5.0,1.0,5.0,5.0,6.0,3.0,4.0,3.0,6.0,5.0
187,353,1.529411765,55,Female,White or Caucasian,6.0,2.0,2.25,2,Yes,Yes,2_92,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
187,257,1.0,55,Female,White or Caucasian,6.0,2.0,2.25,3,Yes,Yes,2_113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
187,263,3.058823529,55,Female,White or Caucasian,6.0,2.0,2.25,8,Yes,Yes,2_119,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0
188,340,4.823529412,34,Male,White or Caucasian,3.0,2.0,4.0,8,No,Yes,2_80,6.0,6.0,3.0,5.0,6.0,4.0,7.0,6.0,3.0,3.0,6.0,5.0,5.0,6.0,7.0,3.0,1.0
189,300,3.647058824,42,Male,White or Caucasian,4.0,1.0,3.375,3,No,Yes,2_44,5.0,4.0,1.0,4.0,5.0,4.0,6.0,3.0,1.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0
190,340,3.588235294,31,Male,"Other,Prefer not to say",4.0,1.0,3.5,3,No,No,2_80,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0
190,263,3.588235294,31,Male,"Other,Prefer not to say",4.0,1.0,3.5,8,No,No,2_119,2.0,2.0,6.0,2.0,2.0,6.0,2.0,6.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,1.0,3.0
192,269,4.117647059,29,Male,White or Caucasian,3.0,4.0,2.875,4,No,Yes,2_16,5.0,4.0,1.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,6.0,3.0,5.0,4.0,6.0,5.0,4.0
193,285,4.882352941,50,Male,Black or African American,2.0,2.0,2.5,1,No,No,2_30,4.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,4.0,5.0,6.0,6.0
194,350,3.235294118,61,Female,White or Caucasian,4.0,,2.5,8,Yes,Yes,2_9,4.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,6.0,6.0,4.0,2.0,4.0,1.0,5.0,5.0,1.0
196,257,2.588235294,53,Female,Black or African American,5.0,3.0,3.125,5,Yes,No,2_113,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,7.0
197,432,3.176470588,33,Male,White or Caucasian,5.0,4.0,3.375,9,No,Yes,3_55,2.0,7.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,6.0,7.0
199,381,2.411764706,26,Female,White or Caucasian,6.0,3.0,1.625,2,Yes,Yes,3_117,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,4.0
199,370,4.352941176,26,Female,White or Caucasian,6.0,3.0,1.625,3,Yes,Yes,3_107,5.0,3.0,1.0,5.0,2.0,3.0,6.0,6.0,5.0,5.0,7.0,4.0,4.0,4.0,5.0,5.0,4.0
199,426,4.588235294,26,Female,White or Caucasian,6.0,3.0,1.625,6,Yes,Yes,3_5,1.0,4.0,5.0,4.0,6.0,5.0,6.0,3.0,5.0,5.0,1.0,7.0,6.0,6.0,7.0,2.0,5.0
199,473,4.705882353,26,Female,White or Caucasian,6.0,3.0,1.625,9,Yes,Yes,3_92,6.0,4.0,2.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0
200,372,5.588235294,57,Female,White or Caucasian,6.0,1.0,3.625,1,Yes,Yes,3_109,6.0,7.0,6.0,5.0,6.0,6.0,6.0,3.0,4.0,6.0,3.0,7.0,6.0,6.0,5.0,7.0,6.0
201,448,5.235294118,36,Female,"White or Caucasian,Black or African American",3.0,2.0,2.0,3,Yes,No,3_7,7.0,7.0,1.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,4.0,1.0
201,464,4.352941176,36,Female,"White or Caucasian,Black or African American",3.0,2.0,2.0,7,Yes,No,3_84,1.0,1.0,1.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,4.0,1.0
202,464,1.352941176,30,Male,White or Caucasian,3.0,3.0,2.875,6,No,Yes,3_84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0
203,426,5.058823529,23,Female,"White or Caucasian,American Indian/Native American or Alaska Native",5.0,2.0,3.125,6,Yes,No,3_5,5.0,5.0,1.0,5.0,3.0,6.0,7.0,4.0,5.0,6.0,4.0,4.0,6.0,7.0,6.0,5.0,7.0
203,394,4.529411765,23,Female,"White or Caucasian,American Indian/Native American or Alaska Native",5.0,2.0,3.125,7,Yes,No,3_20,7.0,3.0,1.0,5.0,2.0,4.0,5.0,6.0,4.0,3.0,7.0,4.0,5.0,6.0,6.0,4.0,5.0
203,381,3.352941176,23,Female,"White or Caucasian,American Indian/Native American or Alaska Native",5.0,2.0,3.125,9,Yes,No,3_117,4.0,4.0,1.0,3.0,5.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0
205,448,5.0,29,Female,Other,2.0,1.0,1.375,3,Yes,No,3_7,7.0,7.0,7.0,6.0,7.0,4.0,2.0,4.0,5.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0
206,477,4.588235294,45,Male,White or Caucasian,6.0,6.0,2.625,4,No,Yes,3_96,6.0,5.0,3.0,5.0,3.0,6.0,6.0,6.0,1.0,6.0,3.0,6.0,5.0,4.0,4.0,5.0,4.0
207,473,4.882352941,66,Female,"White or Caucasian,Other",4.0,1.0,1.25,2,Yes,No,3_92,4.0,6.0,5.0,5.0,7.0,6.0,3.0,5.0,1.0,7.0,4.0,7.0,7.0,1.0,7.0,7.0,1.0
211,362,4.764705882,48,Female,Black or African American,6.0,3.0,2.5,3,Yes,No,3_10,5.0,5.0,3.0,4.0,4.0,5.0,6.0,7.0,4.0,4.0,4.0,4.0,5.0,7.0,4.0,4.0,6.0
211,372,4.470588235,48,Female,Black or African American,6.0,3.0,2.5,5,Yes,No,3_109,7.0,5.0,4.0,3.0,4.0,7.0,4.0,6.0,4.0,3.0,3.0,4.0,5.0,6.0,4.0,4.0,3.0
212,459,1.352941176,28,Male,White or Caucasian,3.0,1.0,2.125,2,No,Yes,3_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0
213,426,4.294117647,31,Male,"White or Caucasian,Asian",5.0,5.0,3.0,6,No,No,3_5,1.0,5.0,1.0,1.0,6.0,5.0,7.0,4.0,6.0,5.0,2.0,3.0,5.0,6.0,6.0,5.0,5.0
213,381,3.823529412,31,Male,"White or Caucasian,Asian",5.0,5.0,3.0,9,No,No,3_117,2.0,4.0,3.0,2.0,3.0,5.0,3.0,6.0,6.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0
214,372,2.0,40,Male,White or Caucasian,5.0,4.0,3.375,1,No,Yes,3_109,1.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0
215,459,1.294117647,23,Male,"White or Caucasian,Black or African American",3.0,3.0,1.625,9,No,No,3_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0
219,370,5.0,55,Female,Black or African American,6.0,2.0,1.875,8,Yes,No,3_107,7.0,5.0,1.0,5.0,5.0,4.0,7.0,7.0,5.0,4.0,6.0,5.0,5.0,4.0,7.0,4.0,4.0
221,473,5.0,32,Male,American Indian/Native American or Alaska Native,3.0,2.0,1.25,3,No,No,3_92,6.0,7.0,5.0,6.0,7.0,5.0,4.0,6.0,3.0,6.0,6.0,5.0,6.0,1.0,5.0,6.0,1.0
222,394,2.411764706,55,Female,Black or African American,5.0,2.0,1.625,2,Yes,No,3_20,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0
222,362,3.823529412,55,Female,Black or African American,5.0,2.0,1.625,5,Yes,No,3_10,5.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0
222,426,3.941176471,55,Female,Black or African American,5.0,2.0,1.625,9,Yes,No,3_5,2.0,4.0,1.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0
223,370,1.823529412,30,Male,White or Caucasian,4.0,1.0,4.0,2,No,Yes,3_107,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0
223,459,1.0,30,Male,White or Caucasian,4.0,1.0,4.0,8,No,Yes,3_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
224,448,1.176470588,50,Female,Black or African American,5.0,3.0,2.25,9,Yes,No,3_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
225,426,4.0,32,Male,Asian,5.0,6.0,2.75,4,No,No,3_5,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
226,477,2.647058824,37,Female,White or Caucasian,4.0,3.0,1.5,8,Yes,Yes,3_96,3.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0
227,432,2.117647059,27,Female,White or Caucasian,4.0,5.0,3.375,1,Yes,Yes,3_55,2.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0
229,477,4.882352941,50,Female,White or Caucasian,3.0,1.0,4.125,6,Yes,Yes,3_96,7.0,5.0,1.0,7.0,4.0,1.0,7.0,7.0,7.0,1.0,7.0,4.0,5.0,1.0,6.0,7.0,6.0
229,464,3.470588235,50,Female,White or Caucasian,3.0,1.0,4.125,7,Yes,Yes,3_84,5.0,1.0,1.0,5.0,1.0,1.0,7.0,5.0,6.0,7.0,1.0,1.0,2.0,1.0,7.0,7.0,1.0
231,432,2.0,37,Male,White or Caucasian,2.0,2.0,1.75,8,No,Yes,3_55,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,4.0
233,372,1.0,34,Male,White or Caucasian,6.0,5.0,2.375,1,No,Yes,3_109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
233,464,4.0,34,Male,White or Caucasian,6.0,5.0,2.375,2,No,Yes,3_84,1.0,3.0,1.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0
233,448,3.705882353,34,Male,White or Caucasian,6.0,5.0,2.375,6,No,Yes,3_7,6.0,6.0,1.0,6.0,2.0,4.0,4.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,1.0
234,372,1.647058824,66,Male,Black or African American,5.0,5.0,2.125,5,No,No,3_109,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,2.0
235,473,4.823529412,25,Female,Other,5.0,4.0,3.125,7,Yes,No,3_92,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,2.0,3.0,6.0,6.0,6.0,5.0,5.0,2.0
